Gender,CGPA,No. of Placements,No. of Backlogs,Section,Year,Branch,Status
female,8.34736842105263,1,0.0,1,19,Civil,Placed
female,8.705263157894738,0,0.0,1,19,Civil,Not Placed
female,8.515789473684212,0,0.0,1,19,Civil,Not Placed
female,9.042105263157897,0,0.0,1,19,Civil,Not Placed
female,6.0,0,11.0,1,19,Civil,Not Placed
female,6.148333333333333,0,5.0,1,19,Civil,Not Placed
male,6.053333333333333,0,9.0,1,19,Civil,Not Placed
male,6.0,0,4.0,1,19,Civil,Not Placed
female,9.07,2,,2,19,Civil,Placed
female,6.88,0,,2,19,Civil,Not Placed
female,7.73,0,,2,19,Civil,Not Placed
female,7.0,0,,2,19,Civil,Not Placed
female,6.27,0,,2,19,Civil,Not Placed
female,7.56,0,,2,19,Civil,Not Placed
female,7.93,0,,2,19,Civil,Not Placed
female,8.41,0,,2,19,Civil,Not Placed
female,8.58,0,,2,19,Civil,Not Placed
female,8.31,0,,2,19,Civil,Not Placed
female,7.95,0,,2,19,Civil,Not Placed
female,7.01,0,,2,19,Civil,Not Placed
female,7.16,0,,2,19,Civil,Not Placed
female,6.4,0,,2,19,Civil,Not Placed
female,8.4,0,,2,19,Civil,Not Placed
female,6.84,0,,2,19,Civil,Not Placed
female,8.02,0,,2,19,Civil,Not Placed
female,7.52,0,,2,19,Civil,Not Placed
female,8.04,0,,2,19,Civil,Not Placed
female,7.28,0,,2,19,Civil,Not Placed
female,6.98,0,,2,19,Civil,Not Placed
male,6.9,0,,2,19,Civil,Not Placed
male,6.7,0,,2,19,Civil,Not Placed
male,7.75,1,,2,19,Civil,Placed
male,6.81,0,,2,19,Civil,Not Placed
male,6.43,0,,2,19,Civil,Not Placed
male,7.17,2,,2,19,Civil,Placed
male,8.2,0,,2,19,Civil,Not Placed
male,8.48,1,,2,19,Civil,Placed
male,7.89,0,,2,19,Civil,Not Placed
male,6.43,0,,2,19,Civil,Not Placed
male,8.15,0,,2,19,Civil,Not Placed
male,6.64,0,,2,19,Civil,Not Placed
male,8.09,1,,2,19,Civil,Placed
male,7.65,1,,2,19,Civil,Placed
male,7.02,0,,2,19,Civil,Not Placed
male,7.7,2,,2,19,Civil,Placed
male,6.56,0,,2,19,Civil,Not Placed
male,6.045,0,,2,19,Civil,Not Placed
male,8.16,0,,2,19,Civil,Not Placed
male,7.2,0,,2,19,Civil,Not Placed
male,7.78,1,,2,19,Civil,Placed
male,6.9,0,,2,19,Civil,Not Placed
male,7.27,0,,2,19,Civil,Not Placed
male,7.2,1,,2,19,Civil,Placed
male,6.28,0,,2,19,Civil,Not Placed
male,6.31,0,,2,19,Civil,Not Placed
male,6.0,0,,2,19,Civil,Not Placed
male,8.45,0,,2,19,Civil,Not Placed
male,6.0,0,,2,19,Civil,Not Placed
male,7.44,0,,2,19,Civil,Not Placed
male,6.72,0,,2,19,Civil,Not Placed
male,6.7,0,,2,19,Civil,Not Placed
male,7.48,0,,2,19,Civil,Not Placed
male,7.12,0,,2,19,Civil,Not Placed
male,6.0,0,,2,19,Civil,Not Placed
male,6.3,0,,2,19,Civil,Not Placed
male,7.78,1,,2,19,Civil,Placed
male,8.8,0,,2,19,Civil,Not Placed
male,9.23,1,,2,19,Civil,Placed
male,8.91,0,,2,19,Civil,Not Placed
female,8.58,0,,2,19,Civil,Not Placed
male,8.77,0,,2,19,Civil,Not Placed
female,8.8,0,,2,19,Civil,Not Placed
female,7.62,0,,2,19,Civil,Not Placed
male,8.36,0,,2,19,Civil,Not Placed
male,6.8,0,,2,19,Civil,Not Placed
female,7.68,1,,2,19,Civil,Placed
male,7.27,0,,2,19,Civil,Not Placed
female,6.65,1,,1,20,Civil,Placed
female,6.12,0,,1,20,Civil,Not Placed
female,6.2,0,,1,20,Civil,Not Placed
female,7.18,2,,1,20,Civil,Placed
female,6.0,0,,1,20,Civil,Not Placed
female,7.96,0,,1,20,Civil,Not Placed
female,7.0,1,,1,20,Civil,Placed
female,8.18,1,,1,20,Civil,Placed
female,6.8,0,,1,20,Civil,Not Placed
female,5.9,2,,1,20,Civil,Placed
female,6.85,0,,1,20,Civil,Not Placed
female,5.67,0,,1,20,Civil,Not Placed
female,6.08,1,,1,20,Civil,Placed
female,5.78,0,,1,20,Civil,Not Placed
female,6.92,0,,1,20,Civil,Not Placed
male,5.8,0,,1,20,Civil,Not Placed
male,5.75,0,,1,20,Civil,Not Placed
male,6.23,0,,1,20,Civil,Not Placed
male,7.72,0,,1,20,Civil,Not Placed
male,7.72,1,,1,20,Civil,Placed
male,6.01,0,,1,20,Civil,Not Placed
male,5.89,0,,1,20,Civil,Not Placed
male,5.6,0,,1,20,Civil,Not Placed
male,6.4,0,,1,20,Civil,Not Placed
male,6.2,1,,1,20,Civil,Placed
male,7.04,0,,1,20,Civil,Not Placed
male,6.1,0,,1,20,Civil,Not Placed
male,5.8,0,,1,20,Civil,Not Placed
male,6.52,0,,1,20,Civil,Not Placed
male,6.44,0,,1,20,Civil,Not Placed
male,5.41,0,,1,20,Civil,Not Placed
male,6.81,0,,1,20,Civil,Not Placed
male,6.23,0,,1,20,Civil,Not Placed
male,7.27,0,,1,20,Civil,Not Placed
male,7.88,0,,1,20,Civil,Not Placed
male,6.66,0,,1,20,Civil,Not Placed
male,5.5,0,,1,20,Civil,Not Placed
male,5.43,0,,1,20,Civil,Not Placed
male,6.33,0,,1,20,Civil,Not Placed
male,6.79,0,,1,20,Civil,Not Placed
male,5.83,0,,1,20,Civil,Not Placed
male,5.5,0,,1,20,Civil,Not Placed
male,7.79,1,,1,20,Civil,Placed
male,6.71,0,,1,20,Civil,Not Placed
male,6.67,1,,1,20,Civil,Placed
male,5.8,0,,1,20,Civil,Not Placed
male,5.78,0,,1,20,Civil,Not Placed
male,6.0,0,,1,20,Civil,Not Placed
female,8.72,2,,1,20,Civil,Placed
male,6.85,1,,1,20,Civil,Placed
female,8.49,1,,1,20,Civil,Placed
male,8.16,1,,1,20,Civil,Placed
male,7.02,1,,1,20,Civil,Placed
male,6.0,0,,1,20,Civil,Not Placed
male,6.41,0,,1,20,Civil,Not Placed
female,8.07,1,,1,20,Civil,Placed
female,7.63,1,,1,20,Civil,Placed
male,6.42,0,,1,20,Civil,Not Placed
female,7.77,1,,1,20,Civil,Placed
female,6.1,1,,1,20,Civil,Placed
male,5.8,0,,1,20,Civil,Not Placed
female,6.35,0,2.0,2,20,Civil,Not Placed
female,7.91,0,0.0,2,20,Civil,Not Placed
female,6.8,0,1.0,2,20,Civil,Not Placed
female,7.85,2,0.0,2,20,Civil,Placed
female,7.73,2,0.0,2,20,Civil,Placed
female,6.5,0,0.0,2,20,Civil,Not Placed
female,5.6,0,0.0,2,20,Civil,Not Placed
female,8.12,0,0.0,2,20,Civil,Not Placed
female,6.0,0,1.0,2,20,Civil,Not Placed
female,6.69,0,0.0,2,20,Civil,Not Placed
female,7.18,0,0.0,2,20,Civil,Not Placed
female,6.0,0,1.0,2,20,Civil,Not Placed
male,5.8,0,1.0,2,20,Civil,Not Placed
male,7.26,0,0.0,2,20,Civil,Not Placed
male,6.69,0,0.0,2,20,Civil,Not Placed
male,7.15,0,0.0,2,20,Civil,Not Placed
male,6.23,0,0.0,2,20,Civil,Not Placed
male,6.23,0,2.0,2,20,Civil,Not Placed
male,6.0,0,0.0,2,20,Civil,Not Placed
male,6.52,0,0.0,2,20,Civil,Not Placed
male,7.16,0,0.0,2,20,Civil,Not Placed
male,7.58,1,0.0,2,20,Civil,Placed
male,7.7,1,0.0,2,20,Civil,Placed
male,6.9,0,0.0,2,20,Civil,Not Placed
male,6.73,1,0.0,2,20,Civil,Placed
male,7.19,1,1.0,2,20,Civil,Placed
male,6.0,1,4.0,2,20,Civil,Placed
male,6.0,0,0.0,2,20,Civil,Not Placed
male,8.33,0,0.0,2,20,Civil,Not Placed
male,6.0,0,0.0,2,20,Civil,Not Placed
male,5.58,0,6.0,2,20,Civil,Not Placed
male,8.34,2,0.0,2,20,Civil,Placed
male,7.94,2,0.0,2,20,Civil,Placed
male,6.8,1,0.0,2,20,Civil,Placed
male,5.6,0,3.0,2,20,Civil,Not Placed
male,7.07,0,0.0,2,20,Civil,Not Placed
male,7.65,1,0.0,2,20,Civil,Placed
male,7.54,0,0.0,2,20,Civil,Not Placed
male,7.44,0,0.0,2,20,Civil,Not Placed
male,6.6,0,0.0,2,20,Civil,Not Placed
male,5.7,0,14.0,2,20,Civil,Not Placed
male,6.3,2,0.0,2,20,Civil,Placed
male,6.4,1,1.0,2,20,Civil,Placed
male,7.07,1,0.0,2,20,Civil,Placed
female,5.8,0,0.0,2,20,Civil,Not Placed
male,6.33,1,0.0,2,20,Civil,Placed
male,7.74,1,0.0,2,20,Civil,Placed
male,7.87,0,0.0,2,20,Civil,Not Placed
male,7.88,1,0.0,2,20,Civil,Placed
female,8.77,1,0.0,2,20,Civil,Placed
female,7.28,0,0.0,2,20,Civil,Not Placed
female,8.02,0,0.0,2,20,Civil,Not Placed
female,8.02,0,0.0,2,20,Civil,Not Placed
male,7.05,1,0.0,2,20,Civil,Placed
male,4.89,0,,1,21,Civil,Not Placed
male,5.72,0,,1,21,Civil,Not Placed
male,5.6,0,,1,21,Civil,Not Placed
female,7.74,1,,1,21,Civil,Placed
female,7.05,0,,1,21,Civil,Not Placed
female,5.91,0,,1,21,Civil,Not Placed
female,7.33,0,,1,21,Civil,Not Placed
female,7.63,0,,1,21,Civil,Not Placed
female,8.29,0,,1,21,Civil,Not Placed
female,7.27,0,,1,21,Civil,Not Placed
female,6.38,0,,1,21,Civil,Not Placed
female,6.5,1,,1,21,Civil,Placed
female,7.75,0,,1,21,Civil,Not Placed
female,7.38,1,,1,21,Civil,Placed
female,7.33,0,,1,21,Civil,Not Placed
female,7.14,2,,1,21,Civil,Placed
female,7.08,0,,1,21,Civil,Not Placed
female,6.13,0,,1,21,Civil,Not Placed
male,8.64,0,,1,21,Civil,Not Placed
male,7.11,0,,1,21,Civil,Not Placed
male,6.91,0,,1,21,Civil,Not Placed
male,6.59,1,,1,21,Civil,Placed
male,6.39,0,,1,21,Civil,Not Placed
male,6.66,0,,1,21,Civil,Not Placed
male,6.8,0,,1,21,Civil,Not Placed
male,7.47,0,,1,21,Civil,Not Placed
male,6.48,0,,1,21,Civil,Not Placed
male,6.36,0,,1,21,Civil,Not Placed
male,6.8,0,,1,21,Civil,Not Placed
male,6.921777777777777,1,,1,21,Civil,Placed
male,6.04,2,,1,21,Civil,Placed
male,6.75,0,,1,21,Civil,Not Placed
male,7.18,0,,1,21,Civil,Not Placed
male,5.25,0,,1,21,Civil,Not Placed
male,6.65,0,,1,21,Civil,Not Placed
male,5.34,0,,1,21,Civil,Not Placed
female,7.52,0,,1,21,Civil,Not Placed
male,7.93,0,,1,21,Civil,Not Placed
male,8.29,0,,1,21,Civil,Not Placed
male,8.11,0,,1,21,Civil,Not Placed
male,7.39,0,,1,21,Civil,Not Placed
female,7.48,0,,1,21,Civil,Not Placed
female,6.83,0,,1,21,Civil,Not Placed
male,7.2,0,,1,21,Civil,Not Placed
male,7.63,0,,1,21,Civil,Not Placed
male,6.56,0,,1,21,Civil,Not Placed
female,7.03,0,0.0,2,21,Civil,Not Placed
female,6.7,0,0.0,2,21,Civil,Not Placed
female,6.12,0,0.0,2,21,Civil,Not Placed
female,8.37,1,0.0,2,21,Civil,Placed
female,7.21,0,0.0,2,21,Civil,Not Placed
female,6.99,0,0.0,2,21,Civil,Not Placed
female,7.17,0,0.0,2,21,Civil,Not Placed
female,6.5,0,1.0,2,21,Civil,Not Placed
female,6.39,2,0.0,2,21,Civil,Placed
female,7.74,0,0.0,2,21,Civil,Not Placed
female,8.33,1,0.0,2,21,Civil,Placed
female,8.56,0,0.0,2,21,Civil,Not Placed
female,8.05,1,0.0,2,21,Civil,Placed
female,8.31,0,0.0,2,21,Civil,Not Placed
male,7.82,0,0.0,2,21,Civil,Not Placed
male,5.75,0,0.0,2,21,Civil,Not Placed
male,7.07,0,0.0,2,21,Civil,Not Placed
male,6.22,0,1.0,2,21,Civil,Not Placed
male,7.74,0,0.0,2,21,Civil,Not Placed
male,6.66,0,0.0,2,21,Civil,Not Placed
male,6.32,0,1.0,2,21,Civil,Not Placed
male,6.33,0,0.0,2,21,Civil,Not Placed
male,6.98,0,11.0,2,21,Civil,Not Placed
male,7.33,0,0.0,2,21,Civil,Not Placed
male,7.4,0,0.0,2,21,Civil,Not Placed
male,7.5,0,0.0,2,21,Civil,Not Placed
male,5.96,0,0.0,2,21,Civil,Not Placed
male,6.3,0,2.0,2,21,Civil,Not Placed
male,6.62,0,8.0,2,21,Civil,Not Placed
male,6.46,0,0.0,2,21,Civil,Not Placed
male,6.61,0,0.0,2,21,Civil,Not Placed
male,7.77,0,0.0,2,21,Civil,Not Placed
male,8.42,1,0.0,2,21,Civil,Placed
male,6.1,0,1.0,2,21,Civil,Not Placed
male,7.13,0,0.0,2,21,Civil,Not Placed
male,8.09,0,0.0,2,21,Civil,Not Placed
male,8.6,1,0.0,2,21,Civil,Placed
male,6.85,0,0.0,2,21,Civil,Not Placed
male,6.46,0,6.0,2,21,Civil,Not Placed
male,7.45,0,0.0,2,21,Civil,Not Placed
male,9.07,1,0.0,2,21,Civil,Placed
male,7.93,0,0.0,2,21,Civil,Not Placed
male,7.25,0,8.0,2,21,Civil,Not Placed
male,7.28,0,0.0,2,21,Civil,Not Placed
male,5.98,1,0.0,2,21,Civil,Placed
male,6.84,0,0.0,2,21,Civil,Not Placed
male,6.71,0,2.0,2,21,Civil,Not Placed
male,7.04,0,0.0,2,21,Civil,Not Placed
male,7.25,0,0.0,2,21,Civil,Not Placed
male,8.04,0,0.0,2,21,Civil,Not Placed
female,6.46,1,0.0,2,21,Civil,Placed
male,6.03,0,0.0,2,21,Civil,Not Placed
female,7.78,0,0.0,2,21,Civil,Not Placed
female,7.84,0,0.0,2,21,Civil,Not Placed
male,6.69,0,0.0,2,21,Civil,Not Placed
female,7.38,0,0.0,2,21,Civil,Not Placed
female,6.05,0,0.0,2,21,Civil,Not Placed
female,5.87,0,0.0,2,21,Civil,Not Placed
male,6.2,0,0.0,2,21,Civil,Not Placed
female,8.25,2,,1,10,CSE,Placed
female,8.8,1,,1,10,CSE,Placed
female,7.75,1,,1,10,CSE,Placed
female,7.7,1,,1,10,CSE,Placed
female,8.05,1,,1,10,CSE,Placed
female,7.95,1,,1,10,CSE,Placed
female,8.5,3,,1,10,CSE,Placed
female,7.3,1,,1,10,CSE,Placed
female,8.5,2,,1,10,CSE,Placed
female,8.25,1,,1,10,CSE,Placed
female,6.9,0,,1,10,CSE,Not Placed
female,8.9,2,,1,10,CSE,Placed
female,7.95,1,,1,10,CSE,Placed
female,8.35,1,,1,10,CSE,Placed
female,6.55,1,,1,10,CSE,Placed
female,7.9,1,,1,10,CSE,Placed
female,8.3,1,,1,10,CSE,Placed
male,6.7,0,,1,10,CSE,Not Placed
male,7.0,1,,1,10,CSE,Placed
male,6.3,0,,1,10,CSE,Not Placed
male,6.75,2,,1,10,CSE,Placed
male,7.7,0,,1,10,CSE,Not Placed
male,8.5,2,,1,10,CSE,Placed
male,7.45,1,,1,10,CSE,Placed
male,8.45,1,,1,10,CSE,Placed
male,7.9,1,,1,10,CSE,Placed
male,7.05,1,,1,10,CSE,Placed
male,7.35,0,,1,10,CSE,Not Placed
male,7.25,1,,1,10,CSE,Placed
male,8.309999999999999,1,,1,10,CSE,Placed
male,7.8,1,,1,10,CSE,Placed
male,7.65,1,,1,10,CSE,Placed
male,7.15,0,,1,10,CSE,Not Placed
male,7.9,2,,1,10,CSE,Placed
male,6.15,0,,1,10,CSE,Not Placed
male,7.05,2,,1,10,CSE,Placed
male,7.6,2,,1,10,CSE,Placed
male,7.5,0,,1,10,CSE,Not Placed
male,7.2,1,,1,10,CSE,Placed
male,7.55,2,,1,10,CSE,Placed
male,7.65,1,,1,10,CSE,Placed
male,8.0,1,,1,10,CSE,Placed
male,6.5,0,,1,10,CSE,Not Placed
male,6.75,0,,1,10,CSE,Not Placed
male,7.8,0,,1,10,CSE,Not Placed
male,7.6,1,,1,10,CSE,Placed
male,7.51,1,,1,10,CSE,Placed
male,8.15,1,,1,10,CSE,Placed
male,6.3,1,,1,10,CSE,Placed
male,7.85,1,,1,10,CSE,Placed
male,8.0,1,,1,10,CSE,Placed
male,7.9,1,,1,10,CSE,Placed
male,7.55,0,,1,10,CSE,Not Placed
male,7.35,0,,1,10,CSE,Not Placed
male,6.55,0,,1,10,CSE,Not Placed
male,7.0,0,,1,10,CSE,Not Placed
male,7.05,1,,1,10,CSE,Placed
male,8.309999999999999,1,,1,10,CSE,Placed
male,7.5,2,,1,10,CSE,Placed
male,6.0,0,,1,10,CSE,Not Placed
female,9.08,2,0.0,2,10,CSE,Placed
female,7.991,1,0.0,2,10,CSE,Placed
female,8.85,2,0.0,2,10,CSE,Placed
female,8.156,1,0.0,2,10,CSE,Placed
female,8.238,2,0.0,2,10,CSE,Placed
female,7.2700000000000005,1,0.0,2,10,CSE,Placed
female,8.629999999999999,2,0.0,2,10,CSE,Placed
female,6.684,0,0.0,2,10,CSE,Not Placed
female,8.959999999999999,1,0.0,2,10,CSE,Placed
female,7.156999999999999,1,1.0,2,10,CSE,Placed
female,7.8549999999999995,1,0.0,2,10,CSE,Placed
female,8.494,1,0.0,2,10,CSE,Placed
female,8.137,1,0.0,2,10,CSE,Placed
female,6.0,0,2.0,2,10,CSE,Not Placed
female,6.01,1,0.0,2,10,CSE,Placed
female,8.325,1,0.0,2,10,CSE,Placed
female,8.3,3,0.0,2,10,CSE,Placed
female,5.7,0,7.0,2,10,CSE,Not Placed
female,6.970000000000001,1,0.0,2,10,CSE,Placed
female,5.794,0,1.0,2,10,CSE,Not Placed
female,7.928,1,0.0,2,10,CSE,Placed
female,6.6,1,1.0,2,10,CSE,Placed
female,6.0,0,0.0,2,10,CSE,Not Placed
female,8.7,2,0.0,2,10,CSE,Placed
male,5.63,0,2.0,2,10,CSE,Not Placed
male,6.336,0,0.0,2,10,CSE,Not Placed
male,7.406999999999999,1,0.0,2,10,CSE,Placed
male,6.51,0,0.0,2,10,CSE,Not Placed
male,7.244,0,0.0,2,10,CSE,Not Placed
male,7.127,2,0.0,2,10,CSE,Placed
male,8.107,1,0.0,2,10,CSE,Placed
male,8.477,2,0.0,2,10,CSE,Placed
male,8.684000000000001,2,0.0,2,10,CSE,Placed
male,7.904999999999999,2,0.0,2,10,CSE,Placed
male,6.81,1,0.0,2,10,CSE,Placed
male,6.07,1,2.0,2,10,CSE,Placed
male,6.0009999999999994,0,3.0,2,10,CSE,Not Placed
male,7.7,0,0.0,2,10,CSE,Not Placed
male,7.029999999999999,1,0.0,2,10,CSE,Placed
male,5.5,0,5.0,2,10,CSE,Not Placed
male,8.2,2,0.0,2,10,CSE,Placed
male,6.3100000000000005,0,0.0,2,10,CSE,Not Placed
male,8.287,3,0.0,2,10,CSE,Placed
male,7.05,1,0.0,2,10,CSE,Placed
male,8.012,2,0.0,2,10,CSE,Placed
male,7.561,1,0.0,2,10,CSE,Placed
male,6.5200000000000005,0,1.0,2,10,CSE,Not Placed
male,6.5,0,8.0,2,10,CSE,Not Placed
male,6.1,0,2.0,2,10,CSE,Not Placed
male,6.6,1,3.0,2,10,CSE,Placed
male,7.029999999999999,1,0.0,2,10,CSE,Placed
male,5.5600000000000005,0,3.0,2,10,CSE,Not Placed
male,8.05,2,0.0,2,10,CSE,Placed
male,6.7,0,2.0,2,10,CSE,Not Placed
male,6.01,1,2.0,2,10,CSE,Placed
male,7.998,1,0.0,2,10,CSE,Placed
male,7.229000000000001,1,0.0,2,10,CSE,Placed
male,8.41,1,0.0,2,10,CSE,Placed
male,7.503,1,0.0,2,10,CSE,Placed
male,6.0,1,3.0,2,10,CSE,Placed
male,4.9,0,4.0,2,10,CSE,Not Placed
male,5.5,0,1.0,2,10,CSE,Not Placed
male,6.8,2,0.0,2,10,CSE,Placed
male,6.21,0,1.0,2,10,CSE,Not Placed
male,6.3,0,,2,10,CSE,Not Placed
male,5.125,0,4.0,2,10,CSE,Not Placed
female,8.08,2,,1,12,CSE,Placed
female,8.966,4,,1,12,CSE,Placed
female,7.715999999999999,3,,1,12,CSE,Placed
female,8.222,2,,1,12,CSE,Placed
female,7.836,0,,1,12,CSE,Not Placed
female,8.4024,2,,1,12,CSE,Placed
female,6.733,1,,1,12,CSE,Placed
female,8.159,3,,1,12,CSE,Placed
female,8.802,1,,1,12,CSE,Placed
female,7.7,3,,1,12,CSE,Placed
female,8.42,3,,1,12,CSE,Placed
female,8.879999999999999,3,,1,12,CSE,Placed
female,6.634,1,,1,12,CSE,Placed
female,6.35,1,,1,12,CSE,Placed
female,7.94,2,,1,12,CSE,Placed
female,8.040000000000001,4,,1,12,CSE,Placed
female,7.93,1,,1,12,CSE,Placed
female,6.09,1,,1,12,CSE,Placed
female,7.13,1,,1,12,CSE,Placed
female,7.140000000000001,1,,1,12,CSE,Placed
female,8.32,2,,1,12,CSE,Placed
female,7.959999999999999,3,,1,12,CSE,Placed
female,7.18,2,,1,12,CSE,Placed
female,8.578,2,,1,12,CSE,Placed
female,7.656000000000001,3,,1,12,CSE,Placed
female,8.440000000000001,2,,1,12,CSE,Placed
female,7.665000000000001,2,,1,12,CSE,Placed
female,8.516,3,,1,12,CSE,Placed
female,8.72,3,,1,12,CSE,Placed
female,7.506,2,,1,12,CSE,Placed
male,7.031999999999999,3,,1,12,CSE,Placed
male,7.67,2,,1,12,CSE,Placed
male,6.720000000000001,1,,1,12,CSE,Placed
male,6.6,0,,1,12,CSE,Not Placed
male,6.054,1,,1,12,CSE,Placed
male,7.25,2,,1,12,CSE,Placed
male,6.0,0,,1,12,CSE,Not Placed
male,8.761,2,,1,12,CSE,Placed
male,7.571,2,,1,12,CSE,Placed
male,6.56,2,,1,12,CSE,Placed
male,6.247999999999999,1,,1,12,CSE,Placed
male,7.014,1,,1,12,CSE,Placed
male,6.223,1,,1,12,CSE,Placed
male,7.590000000000001,2,,1,12,CSE,Placed
male,7.037000000000001,2,,1,12,CSE,Placed
male,8.818000000000001,4,,1,12,CSE,Placed
male,7.567,3,,1,12,CSE,Placed
male,7.05,1,,1,12,CSE,Placed
male,6.4799999999999995,1,,1,12,CSE,Placed
male,5.175,0,,1,12,CSE,Not Placed
male,6.2,1,,1,12,CSE,Placed
male,6.037,1,,1,12,CSE,Placed
male,6.383,1,,1,12,CSE,Placed
male,6.626,1,,1,12,CSE,Placed
male,7.593000000000001,1,,1,12,CSE,Placed
female,7.56,2,,1,12,CSE,Placed
female,7.565,1,,1,12,CSE,Placed
male,6.15,1,,1,12,CSE,Placed
female,6.093,1,,1,12,CSE,Placed
male,7.58,1,,1,12,CSE,Placed
female,9.16,4,,2,12,CSE,Placed
female,8.059999999999999,2,,2,12,CSE,Placed
female,8.35,2,,2,12,CSE,Placed
female,8.86,3,,2,12,CSE,Placed
female,8.33,2,,2,12,CSE,Placed
female,7.76,2,,2,12,CSE,Placed
female,6.036,0,,2,12,CSE,Not Placed
female,7.56,1,,2,12,CSE,Placed
female,8.17,2,,2,12,CSE,Placed
female,8.34,3,,2,12,CSE,Placed
female,7.56,2,,2,12,CSE,Placed
female,7.81,2,,2,12,CSE,Placed
female,7.7299999999999995,1,,2,12,CSE,Placed
female,7.51,3,,2,12,CSE,Placed
female,8.24,2,,2,12,CSE,Placed
female,8.02,2,,2,12,CSE,Placed
female,7.06,2,,2,12,CSE,Placed
female,7.134,2,,2,12,CSE,Placed
female,9.11,2,,2,12,CSE,Placed
female,9.129999999999999,3,,2,12,CSE,Placed
female,7.109999999999999,1,,2,12,CSE,Placed
female,7.51,1,,2,12,CSE,Placed
female,8.28,3,,2,12,CSE,Placed
male,6.054,0,,2,12,CSE,Not Placed
male,8.352,2,,2,12,CSE,Placed
male,7.161,2,,2,12,CSE,Placed
male,7.55,2,,2,12,CSE,Placed
male,8.523,3,,2,12,CSE,Placed
male,7.831999999999999,3,,2,12,CSE,Placed
male,8.173,2,,2,12,CSE,Placed
male,7.523000000000001,2,,2,12,CSE,Placed
male,7.12,0,,2,12,CSE,Not Placed
male,8.838,2,,2,12,CSE,Placed
male,7.843999999999999,2,,2,12,CSE,Placed
male,7.584999999999999,2,,2,12,CSE,Placed
male,7.558,1,,2,12,CSE,Placed
male,8.282,4,,2,12,CSE,Placed
male,6.138,1,,2,12,CSE,Placed
male,7.583,1,,2,12,CSE,Placed
male,7.073,1,,2,12,CSE,Placed
male,7.590999999999999,2,,2,12,CSE,Placed
male,7.676,2,,2,12,CSE,Placed
male,7.6579999999999995,2,,2,12,CSE,Placed
male,7.15,2,,2,12,CSE,Placed
male,7.6,3,,2,12,CSE,Placed
male,8.514,4,,2,12,CSE,Placed
male,6.840999999999999,2,,2,12,CSE,Placed
male,8.426,2,,2,12,CSE,Placed
male,6.2170000000000005,0,,2,12,CSE,Not Placed
male,8.187999999999999,2,,2,12,CSE,Placed
male,8.141,3,,2,12,CSE,Placed
male,8.238,1,,2,12,CSE,Placed
male,7.505,1,,2,12,CSE,Placed
male,8.157,2,,2,12,CSE,Placed
female,6.69,1,,2,12,CSE,Placed
male,7.084999999999999,1,,2,12,CSE,Placed
male,7.6,2,,2,12,CSE,Placed
male,6.081,0,,2,12,CSE,Not Placed
male,7.641,1,,2,12,CSE,Placed
male,6.768000000000001,0,0.0,1,13,CSE,Not Placed
female,8.129000000000001,3,0.0,1,13,CSE,Placed
female,8.314,4,0.0,1,13,CSE,Placed
female,8.09,2,0.0,1,13,CSE,Placed
female,7.87,2,0.0,1,13,CSE,Placed
female,8.067,2,0.0,1,13,CSE,Placed
female,8.041,3,0.0,1,13,CSE,Placed
female,7.9079999999999995,5,0.0,1,13,CSE,Placed
female,8.358,2,0.0,1,13,CSE,Placed
female,8.072,3,0.0,1,13,CSE,Placed
female,5.647,0,0.0,1,13,CSE,Not Placed
female,8.659,3,0.0,1,13,CSE,Placed
female,6.005,1,1.0,1,13,CSE,Placed
female,6.2088,1,0.0,1,13,CSE,Placed
female,8.270999999999999,3,0.0,1,13,CSE,Placed
female,8.141,2,0.0,1,13,CSE,Placed
female,8.864,3,0.0,1,13,CSE,Placed
female,7.008,2,0.0,1,13,CSE,Placed
female,8.147,3,0.0,1,13,CSE,Placed
female,8.129000000000001,3,0.0,1,13,CSE,Placed
female,7.7170000000000005,3,0.0,1,13,CSE,Placed
female,8.461,3,0.0,1,13,CSE,Placed
female,8.3485,3,0.0,1,13,CSE,Placed
female,8.205,3,0.0,1,13,CSE,Placed
female,7.906000000000001,3,0.0,1,13,CSE,Placed
female,7.667,1,0.0,1,13,CSE,Placed
female,7.8,3,0.0,1,13,CSE,Placed
male,6.537999999999999,1,0.0,1,13,CSE,Placed
male,7.002,2,0.0,1,13,CSE,Placed
male,8.155,2,0.0,1,13,CSE,Placed
male,6.8260000000000005,1,0.0,1,13,CSE,Placed
male,7.665000000000001,2,0.0,1,13,CSE,Placed
male,8.597,1,0.0,1,13,CSE,Placed
male,7.234,3,0.0,1,13,CSE,Placed
male,8.052,1,0.0,1,13,CSE,Placed
male,6.867,2,0.0,1,13,CSE,Placed
male,7.515000000000001,2,0.0,1,13,CSE,Placed
male,6.003,1,0.0,1,13,CSE,Placed
male,6.68,3,0.0,1,13,CSE,Placed
male,8.303,2,0.0,1,13,CSE,Placed
male,6.949,1,0.0,1,13,CSE,Placed
male,8.431999999999999,2,0.0,1,13,CSE,Placed
male,7.953,4,0.0,1,13,CSE,Placed
male,8.120999999999999,3,0.0,1,13,CSE,Placed
male,6.1,1,1.0,1,13,CSE,Placed
male,7.85,0,0.0,1,13,CSE,Not Placed
male,7.840999999999999,3,0.0,1,13,CSE,Placed
male,6.831999999999999,1,0.0,1,13,CSE,Placed
