Gender,CGPA,No. of Placements,No. of Backlogs,Section,Year,Branch,Status
female,6.981,0,1.0,1,10,Biotechnology,Not Placed
female,5.4,0,,1,10,Biotechnology,Not Placed
female,6.6000000000000005,0,,1,10,Biotechnology,Not Placed
female,5.1,0,1.0,1,10,Biotechnology,Not Placed
female,7.1,0,,1,10,Biotechnology,Not Placed
female,7.7,0,,1,10,Biotechnology,Not Placed
female,6.6000000000000005,1,,1,10,Biotechnology,Placed
female,6.2,1,,1,10,Biotechnology,Placed
female,7.1,0,,1,10,Biotechnology,Not Placed
female,7.800000000000001,0,,1,10,Biotechnology,Not Placed
female,8.8,0,,1,10,Biotechnology,Not Placed
female,6.1,1,,1,10,Biotechnology,Placed
female,7.5,1,1.0,1,10,Biotechnology,Placed
female,6.2,0,1.0,1,10,Biotechnology,Not Placed
female,6.5,0,1.0,1,10,Biotechnology,Not Placed
female,4.1,0,0.0,1,10,Biotechnology,Not Placed
female,6.8999999999999995,0,,1,10,Biotechnology,Not Placed
female,6.2,0,2.0,1,10,Biotechnology,Not Placed
female,7.6,0,1.0,1,10,Biotechnology,Not Placed
female,4.2,1,2.0,1,10,Biotechnology,Placed
male,5.4,0,,1,10,Biotechnology,Not Placed
male,7.5,1,,1,10,Biotechnology,Placed
male,6.1,0,2.0,1,10,Biotechnology,Not Placed
male,6.6,1,,1,10,Biotechnology,Placed
male,7.0,0,,1,10,Biotechnology,Not Placed
male,6.15,1,,1,10,Biotechnology,Placed
male,7.523000000000001,0,,1,10,Biotechnology,Not Placed
male,7.6,0,,1,10,Biotechnology,Not Placed
male,7.014,1,,1,10,Biotechnology,Placed
male,6.093,0,,1,10,Biotechnology,Not Placed
male,6.865,1,1.0,1,10,Biotechnology,Placed
male,8.0,1,,1,10,Biotechnology,Placed
male,7.7,1,,1,10,Biotechnology,Placed
male,6.65,1,,1,10,Biotechnology,Placed
male,4.1530000000000005,0,,1,10,Biotechnology,Not Placed
male,7.3950000000000005,0,1.0,1,10,Biotechnology,Not Placed
male,4.1049999999999995,1,4.0,1,10,Biotechnology,Placed
male,7.542,0,,1,10,Biotechnology,Not Placed
male,6.5,0,,1,10,Biotechnology,Not Placed
male,5.96,1,1.0,1,10,Biotechnology,Placed
male,5.6579999999999995,0,3.0,1,10,Biotechnology,Not Placed
male,7.4,1,,1,10,Biotechnology,Placed
male,6.800000000000001,0,,1,10,Biotechnology,Not Placed
male,6.6,0,1.0,1,10,Biotechnology,Not Placed
male,6.800000000000001,1,,1,10,Biotechnology,Placed
male,7.8,1,,1,10,Biotechnology,Placed
male,3.4000000000000004,0,2.0,1,10,Biotechnology,Not Placed
male,7.5,0,,1,10,Biotechnology,Not Placed
male,6.800000000000001,1,,1,10,Biotechnology,Placed
male,7.800000000000001,0,,1,10,Biotechnology,Not Placed
male,7.0,0,1.0,1,10,Biotechnology,Not Placed
male,7.7,1,,1,10,Biotechnology,Placed
male,6.4,1,,1,10,Biotechnology,Placed
male,7.199999999999999,0,,1,10,Biotechnology,Not Placed
male,7.0,0,,1,10,Biotechnology,Not Placed
male,7.7,1,,1,10,Biotechnology,Placed
female,6.1,1,1.0,1,10,Biotechnology,Placed
male,6.3,0,3.0,1,10,Biotechnology,Not Placed
male,7.7,1,,1,10,Biotechnology,Placed
female,8.2,0,,1,10,Biotechnology,Not Placed
male,6.4,1,,1,10,Biotechnology,Placed
female,7.199999999999999,0,,1,10,Biotechnology,Not Placed
female,6.05,0,,1,12,Biotechnology,Not Placed
female,8.275,3,,1,12,Biotechnology,Placed
female,7.19,2,,1,12,Biotechnology,Placed
female,7.24,2,,1,12,Biotechnology,Placed
female,6.3,0,,1,12,Biotechnology,Not Placed
female,6.809,1,,1,12,Biotechnology,Placed
female,7.548,2,,1,12,Biotechnology,Placed
female,6.6488,0,,1,12,Biotechnology,Not Placed
female,7.359999999999999,1,,1,12,Biotechnology,Placed
female,7.865,2,,1,12,Biotechnology,Placed
female,7.664,1,,1,12,Biotechnology,Placed
female,6.12,1,,1,12,Biotechnology,Placed
female,7.7116,1,,1,12,Biotechnology,Placed
female,6.6036,1,,1,12,Biotechnology,Placed
female,6.529999999999999,2,,1,12,Biotechnology,Placed
female,7.468999999999999,1,,1,12,Biotechnology,Placed
female,7.162000000000001,1,,1,12,Biotechnology,Placed
female,7.491,2,,1,12,Biotechnology,Placed
female,7.794,3,,1,12,Biotechnology,Placed
female,7.42,1,,1,12,Biotechnology,Placed
female,6.970000000000001,2,,1,12,Biotechnology,Placed
female,7.665000000000001,1,,1,12,Biotechnology,Placed
female,6.779999999999999,1,,1,12,Biotechnology,Placed
female,7.358,0,,1,12,Biotechnology,Not Placed
female,6.881,2,,1,12,Biotechnology,Placed
female,6.445,2,,1,12,Biotechnology,Placed
female,6.755,0,,1,12,Biotechnology,Not Placed
female,7.195,1,,1,12,Biotechnology,Placed
male,6.0200000000000005,0,,1,12,Biotechnology,Not Placed
male,6.62,0,,1,12,Biotechnology,Not Placed
male,7.859999999999999,3,,1,12,Biotechnology,Placed
male,6.04,0,,1,12,Biotechnology,Not Placed
male,6.0,1,,1,12,Biotechnology,Placed
male,6.229,0,,1,12,Biotechnology,Not Placed
male,7.562,2,,1,12,Biotechnology,Placed
male,6.151,1,,1,12,Biotechnology,Placed
male,7.281000000000001,0,,1,12,Biotechnology,Not Placed
male,6.005,1,,1,12,Biotechnology,Placed
male,6.072,1,,1,12,Biotechnology,Placed
male,6.81,0,,1,12,Biotechnology,Not Placed
male,8.3,3,,1,12,Biotechnology,Placed
male,7.942,1,,1,12,Biotechnology,Placed
male,6.859999999999999,1,,1,12,Biotechnology,Placed
male,6.0600000000000005,1,,1,12,Biotechnology,Placed
male,5.4479999999999995,0,,1,12,Biotechnology,Not Placed
male,6.569,1,,1,12,Biotechnology,Placed
male,7.3,0,,1,12,Biotechnology,Not Placed
male,6.353,1,,1,12,Biotechnology,Placed
male,6.037,1,,1,12,Biotechnology,Placed
female,6.011,0,,1,13,Biotechnology,Not Placed
female,8.625,2,,1,13,Biotechnology,Placed
female,8.116,1,,1,13,Biotechnology,Placed
female,7.806,0,,1,13,Biotechnology,Not Placed
female,8.558,2,,1,13,Biotechnology,Placed
female,7.976000000000001,0,,1,13,Biotechnology,Not Placed
female,8.104000000000001,1,,1,13,Biotechnology,Placed
female,7.220000000000001,1,,1,13,Biotechnology,Placed
female,8.537,2,,1,13,Biotechnology,Placed
female,8.009,1,,1,13,Biotechnology,Placed
female,7.99,1,,1,13,Biotechnology,Placed
female,8.344,2,,1,13,Biotechnology,Placed
female,6.337,0,,1,13,Biotechnology,Not Placed
female,7.159999999999999,0,,1,13,Biotechnology,Not Placed
female,6.848000000000001,0,,1,13,Biotechnology,Not Placed
female,7.611,0,,1,13,Biotechnology,Not Placed
female,7.839,1,,1,13,Biotechnology,Placed
female,7.3950000000000005,0,,1,13,Biotechnology,Not Placed
female,7.016,2,,1,13,Biotechnology,Placed
female,8.116,0,,1,13,Biotechnology,Not Placed
female,6.349,0,,1,13,Biotechnology,Not Placed
female,7.569,1,,1,13,Biotechnology,Placed
female,7.906000000000001,1,,1,13,Biotechnology,Placed
female,8.032,1,,1,13,Biotechnology,Placed
female,7.999,0,,1,13,Biotechnology,Not Placed
female,7.439,2,,1,13,Biotechnology,Placed
female,7.526999999999999,0,,1,13,Biotechnology,Not Placed
female,7.3340000000000005,0,,1,13,Biotechnology,Not Placed
female,6.3340000000000005,0,,1,13,Biotechnology,Not Placed
female,6.3020000000000005,0,,1,13,Biotechnology,Not Placed
female,8.05,2,,1,13,Biotechnology,Placed
female,8.1,3,,1,13,Biotechnology,Placed
female,7.188,0,,1,13,Biotechnology,Not Placed
male,8.079,1,,1,13,Biotechnology,Placed
male,7.702,1,,1,13,Biotechnology,Placed
male,6.195,0,,1,13,Biotechnology,Not Placed
male,7.4319999999999995,1,,1,13,Biotechnology,Placed
male,6.4670000000000005,1,,1,13,Biotechnology,Placed
male,7.439,1,,1,13,Biotechnology,Placed
male,7.462000000000001,1,,1,13,Biotechnology,Placed
male,7.343999999999999,1,,1,13,Biotechnology,Placed
male,7.13,0,,1,13,Biotechnology,Not Placed
male,6.339,1,,1,13,Biotechnology,Placed
male,8.02,2,,1,13,Biotechnology,Placed
male,9.041,2,,1,13,Biotechnology,Placed
male,6.1,2,,1,13,Biotechnology,Placed
male,6.681,0,,1,13,Biotechnology,Not Placed
male,6.0409999999999995,0,,1,13,Biotechnology,Not Placed
male,6.2090000000000005,0,,1,13,Biotechnology,Not Placed
male,7.579000000000001,1,,1,13,Biotechnology,Placed
female,7.665000000000001,1,,1,13,Biotechnology,Placed
female,8.805755396,1,0.0,1,14,Biotechnology,Placed
female,8.552517986,2,0.0,1,14,Biotechnology,Placed
female,8.520863309000001,1,0.0,1,14,Biotechnology,Placed
male,8.471942446,1,0.0,1,14,Biotechnology,Placed
female,8.46618705,2,0.0,1,14,Biotechnology,Placed
female,8.224460431999999,1,0.0,1,14,Biotechnology,Placed
female,8.086330935,2,0.0,1,14,Biotechnology,Placed
female,8.06618705,1,0.0,1,14,Biotechnology,Placed
female,8.054676259,2,0.0,1,14,Biotechnology,Placed
female,7.879136690999999,2,0.0,1,14,Biotechnology,Placed
female,7.743884892,1,0.0,1,14,Biotechnology,Placed
female,7.556834532000001,0,0.0,1,14,Biotechnology,Not Placed
female,7.551079137,1,0.0,1,14,Biotechnology,Placed
female,7.502158273000001,1,0.0,1,14,Biotechnology,Placed
female,7.297841727,0,0.0,1,14,Biotechnology,Not Placed
male,7.294964029000001,1,0.0,1,14,Biotechnology,Placed
male,7.260431655,2,0.0,1,14,Biotechnology,Placed
female,7.257553957000001,0,0.0,1,14,Biotechnology,Not Placed
male,7.254676259,2,1.0,1,14,Biotechnology,Placed
female,7.24028777,0,0.0,1,14,Biotechnology,Not Placed
female,7.24028777,1,0.0,1,14,Biotechnology,Placed
female,7.162589928,1,0.0,1,14,Biotechnology,Placed
female,7.153956835,0,0.0,1,14,Biotechnology,Not Placed
male,7.122302157999999,1,0.0,1,14,Biotechnology,Placed
male,7.096402878000001,1,0.0,1,14,Biotechnology,Placed
female,7.050359712,0,0.0,1,14,Biotechnology,Not Placed
male,7.027338129,0,0.0,1,14,Biotechnology,Not Placed
male,7.015827337999999,0,0.0,1,14,Biotechnology,Not Placed
female,7.004316547,0,0.0,1,14,Biotechnology,Not Placed
male,7.004316547,1,0.0,1,14,Biotechnology,Placed
female,7.001438849,1,0.0,1,14,Biotechnology,Placed
female,6.848920862999999,0,0.0,1,14,Biotechnology,Not Placed
female,6.7366906470000005,0,0.0,1,14,Biotechnology,Not Placed
male,6.489208633,0,0.0,1,14,Biotechnology,Not Placed
male,6.4374100720000005,1,0.0,1,14,Biotechnology,Placed
female,6.348201439,0,1.0,1,14,Biotechnology,Not Placed
female,6.31942446,0,0.0,1,14,Biotechnology,Not Placed
male,6.316546763,0,0.0,1,14,Biotechnology,Not Placed
male,6.244604317,1,0.0,1,14,Biotechnology,Placed
male,6.181294964,0,0.0,1,14,Biotechnology,Not Placed
female,6.143884892,0,0.0,1,14,Biotechnology,Not Placed
male,6.129496403,0,1.0,1,14,Biotechnology,Not Placed
male,6.10647482,0,0.0,1,14,Biotechnology,Not Placed
male,6.094964029,0,1.0,1,14,Biotechnology,Not Placed
male,5.988489209,0,0.0,1,14,Biotechnology,Not Placed
female,5.801438849,0,1.0,1,14,Biotechnology,Not Placed
female,8.77,2,0.0,1,15,Biotechnology,Placed
female,8.736,3,0.0,1,15,Biotechnology,Placed
female,8.456,3,0.0,1,15,Biotechnology,Placed
female,8.35,3,0.0,1,15,Biotechnology,Placed
female,8.2,1,0.0,1,15,Biotechnology,Placed
female,8.05,1,0.0,1,15,Biotechnology,Placed
female,7.970000000000001,1,0.0,1,15,Biotechnology,Placed
female,7.946,1,0.0,1,15,Biotechnology,Placed
female,7.909999999999999,2,0.0,1,15,Biotechnology,Placed
female,7.81,2,0.0,1,15,Biotechnology,Placed
female,7.6863,0,0.0,1,15,Biotechnology,Not Placed
male,7.665000000000001,1,0.0,1,15,Biotechnology,Placed
female,7.590000000000001,1,0.0,1,15,Biotechnology,Placed
female,7.529000000000001,2,0.0,1,15,Biotechnology,Placed
female,7.42,1,0.0,1,15,Biotechnology,Placed
female,7.4,1,0.0,1,15,Biotechnology,Placed
female,7.4,1,1.0,1,15,Biotechnology,Placed
female,7.4,0,0.0,1,15,Biotechnology,Not Placed
female,7.2299999999999995,0,0.0,1,15,Biotechnology,Not Placed
male,7.2,0,1.0,1,15,Biotechnology,Not Placed
female,7.0920000000000005,1,0.0,1,15,Biotechnology,Placed
female,7.08,0,0.0,1,15,Biotechnology,Not Placed
female,7.0,1,0.0,1,15,Biotechnology,Placed
male,6.9799999999999995,1,0.0,1,15,Biotechnology,Placed
male,6.85,0,1.0,1,15,Biotechnology,Not Placed
female,6.8,0,0.0,1,15,Biotechnology,Not Placed
female,6.779999999999999,2,0.0,1,15,Biotechnology,Placed
female,6.5,1,0.0,1,15,Biotechnology,Placed
male,6.379,0,0.0,1,15,Biotechnology,Not Placed
male,6.35,2,0.0,1,15,Biotechnology,Placed
female,6.3,1,0.0,1,15,Biotechnology,Placed
male,6.3,1,0.0,1,15,Biotechnology,Placed
female,6.275,1,0.0,1,15,Biotechnology,Placed
female,6.2700000000000005,0,1.0,1,15,Biotechnology,Not Placed
female,6.26,1,0.0,1,15,Biotechnology,Placed
female,6.2,0,1.0,1,15,Biotechnology,Not Placed
male,6.15,0,0.0,1,15,Biotechnology,Not Placed
female,6.1,0,2.0,1,15,Biotechnology,Not Placed
female,6.0600000000000005,0,0.0,1,15,Biotechnology,Not Placed
male,6.0,1,6.0,1,15,Biotechnology,Placed
male,6.45,0,0.0,1,15,Biotechnology,Not Placed
male,6.0,0,1.0,1,15,Biotechnology,Not Placed
female,6.0,0,4.0,1,15,Biotechnology,Not Placed
male,6.0,0,0.0,1,15,Biotechnology,Not Placed
male,6.0,0,0.0,1,15,Biotechnology,Not Placed
female,6.0,1,1.0,1,15,Biotechnology,Placed
female,7.465999999999999,2,0.0,1,16,Biotechnology,Placed
female,7.925,2,0.0,1,16,Biotechnology,Placed
female,6.2,2,0.0,1,16,Biotechnology,Placed
female,5.575,0,0.0,1,16,Biotechnology,Not Placed
female,8.716,1,0.0,1,16,Biotechnology,Placed
female,6.1,0,0.0,1,16,Biotechnology,Not Placed
female,8.779,1,0.0,1,16,Biotechnology,Placed
female,7.662000000000001,2,0.0,1,16,Biotechnology,Placed
female,6.36,0,1.0,1,16,Biotechnology,Not Placed
female,6.970000000000001,0,0.0,1,16,Biotechnology,Not Placed
female,7.4,0,0.0,1,16,Biotechnology,Not Placed
female,6.882,0,0.0,1,16,Biotechnology,Not Placed
female,8.4,0,0.0,1,16,Biotechnology,Not Placed
female,6.747,0,0.0,1,16,Biotechnology,Not Placed
female,6.543000000000001,0,0.0,1,16,Biotechnology,Not Placed
female,7.883,1,0.0,1,16,Biotechnology,Placed
female,7.565,2,0.0,1,16,Biotechnology,Placed
female,6.926,1,1.0,1,16,Biotechnology,Placed
female,7.654999999999999,0,0.0,1,16,Biotechnology,Not Placed
female,7.167,1,0.0,1,16,Biotechnology,Placed
female,7.298,1,0.0,1,16,Biotechnology,Placed
female,6.55,1,0.0,1,16,Biotechnology,Placed
female,7.385,0,0.0,1,16,Biotechnology,Not Placed
female,6.743,1,0.0,1,16,Biotechnology,Placed
female,7.8790000000000004,1,0.0,1,16,Biotechnology,Placed
female,8.222,0,0.0,1,16,Biotechnology,Not Placed
female,7.4719999999999995,2,0.0,1,16,Biotechnology,Placed
female,6.7299999999999995,1,0.0,1,16,Biotechnology,Placed
female,6.5,1,0.0,1,16,Biotechnology,Placed
female,8.586,1,0.0,1,16,Biotechnology,Placed
female,6.025,1,1.0,1,16,Biotechnology,Placed
female,7.737,0,0.0,1,16,Biotechnology,Not Placed
female,8.09,1,0.0,1,16,Biotechnology,Placed
female,8.120000000000001,1,0.0,1,16,Biotechnology,Placed
female,6.008,2,0.0,1,16,Biotechnology,Placed
female,6.7,0,0.0,1,16,Biotechnology,Not Placed
female,7.609999999999999,0,0.0,1,16,Biotechnology,Not Placed
female,7.4,0,0.0,1,16,Biotechnology,Not Placed
male,7.225,0,0.0,1,16,Biotechnology,Not Placed
male,6.45,1,1.0,1,16,Biotechnology,Placed
male,7.12,1,0.0,1,16,Biotechnology,Placed
male,6.851999999999999,0,0.0,1,16,Biotechnology,Not Placed
male,6.976000000000001,0,0.0,1,16,Biotechnology,Not Placed
male,8.08,1,0.0,1,16,Biotechnology,Placed
male,6.4,1,2.0,1,16,Biotechnology,Placed
male,6.1,0,0.0,1,16,Biotechnology,Not Placed
male,5.16,0,3.0,1,16,Biotechnology,Not Placed
male,6.56,0,1.0,1,16,Biotechnology,Not Placed
male,7.362,0,0.0,1,16,Biotechnology,Not Placed
male,7.423,1,0.0,1,16,Biotechnology,Placed
male,7.359999999999999,1,0.0,1,16,Biotechnology,Placed
male,7.3,1,0.0,1,16,Biotechnology,Placed
male,6.325,3,0.0,1,16,Biotechnology,Placed
female,6.3,1,0.0,1,16,Biotechnology,Placed
female,8.21,2,0.0,1,17,Biotechnology,Placed
female,7.57547619047619,0,0.0,1,17,Biotechnology,Not Placed
female,8.5,3,0.0,1,17,Biotechnology,Placed
female,6.55,0,2.0,1,17,Biotechnology,Not Placed
female,6.7,2,0.0,1,17,Biotechnology,Placed
female,8.725,4,0.0,1,17,Biotechnology,Placed
female,7.3975,0,0.0,1,17,Biotechnology,Not Placed
female,6.63,0,0.0,1,17,Biotechnology,Not Placed
female,6.64,0,1.0,1,17,Biotechnology,Not Placed
female,8.05,1,0.0,1,17,Biotechnology,Placed
female,6.81,0,0.0,1,17,Biotechnology,Not Placed
female,8.49,3,0.0,1,17,Biotechnology,Placed
female,7.57,2,0.0,1,17,Biotechnology,Placed
female,6.5,0,2.0,1,17,Biotechnology,Not Placed
female,7.42,1,1.0,1,17,Biotechnology,Placed
female,7.3,1,0.0,1,17,Biotechnology,Placed
female,8.1,0,0.0,1,17,Biotechnology,Not Placed
female,7.85,2,0.0,1,17,Biotechnology,Placed
female,6.6,0,5.0,1,17,Biotechnology,Not Placed
female,7.39,0,0.0,1,17,Biotechnology,Not Placed
female,8.56,1,0.0,1,17,Biotechnology,Placed
female,5.95,0,2.0,1,17,Biotechnology,Not Placed
female,9.34,1,0.0,1,17,Biotechnology,Placed
female,8.65,2,0.0,1,17,Biotechnology,Placed
female,8.3,3,0.0,1,17,Biotechnology,Placed
female,7.3,0,0.0,1,17,Biotechnology,Not Placed
female,8.8,2,0.0,1,17,Biotechnology,Placed
female,8.18,2,0.0,1,17,Biotechnology,Placed
female,8.02,1,0.0,1,17,Biotechnology,Placed
female,8.09,1,0.0,1,17,Biotechnology,Placed
female,7.0,0,0.0,1,17,Biotechnology,Not Placed
female,7.52,0,0.0,1,17,Biotechnology,Not Placed
female,8.75,3,0.0,1,17,Biotechnology,Placed
male,7.48,1,0.0,1,17,Biotechnology,Placed
male,7.24,0,0.0,1,17,Biotechnology,Not Placed
male,8.48,1,0.0,1,17,Biotechnology,Placed
male,6.45,0,1.0,1,17,Biotechnology,Not Placed
male,6.78,0,0.0,1,17,Biotechnology,Not Placed
male,6.25,0,0.0,1,17,Biotechnology,Not Placed
male,7.28,0,0.0,1,17,Biotechnology,Not Placed
male,5.25,0,3.0,1,17,Biotechnology,Not Placed
female,7.6,1,0.0,1,17,Biotechnology,Placed
female,9.4675,1,0.0,1,17,Biotechnology,Placed
female,7.1,1,0.0,1,18,Biotechnology,Placed
female,8.03,0,0.0,1,18,Biotechnology,Not Placed
female,8.25,1,0.0,1,18,Biotechnology,Placed
female,8.77,1,0.0,1,18,Biotechnology,Placed
female,7.64,1,0.0,1,18,Biotechnology,Placed
female,7.75,1,0.0,1,18,Biotechnology,Placed
female,9.29,0,0.0,1,18,Biotechnology,Not Placed
female,7.54,1,1.0,1,18,Biotechnology,Placed
female,8.13,0,0.0,1,18,Biotechnology,Not Placed
female,9.35,1,0.0,1,18,Biotechnology,Placed
female,9.08,1,0.0,1,18,Biotechnology,Placed
female,7.84,1,0.0,1,18,Biotechnology,Placed
female,6.7,0,0.0,1,18,Biotechnology,Not Placed
female,8.02,1,0.0,1,18,Biotechnology,Placed
female,7.1,0,0.0,1,18,Biotechnology,Not Placed
female,6.0,1,0.0,1,18,Biotechnology,Placed
female,8.5,0,0.0,1,18,Biotechnology,Not Placed
female,8.88,0,0.0,1,18,Biotechnology,Not Placed
female,7.0,0,0.0,1,18,Biotechnology,Not Placed
female,8.5,0,0.0,1,18,Biotechnology,Not Placed
female,8.19,0,0.0,1,18,Biotechnology,Not Placed
female,8.57,1,0.0,1,18,Biotechnology,Placed
female,7.9,1,0.0,1,18,Biotechnology,Placed
female,7.01,0,0.0,1,18,Biotechnology,Not Placed
female,8.48,1,0.0,1,18,Biotechnology,Placed
female,9.51,1,0.0,1,18,Biotechnology,Placed
female,7.23,0,0.0,1,18,Biotechnology,Not Placed
male,9.0,1,0.0,1,18,Biotechnology,Placed
male,7.85,0,0.0,1,18,Biotechnology,Not Placed
male,8.63,0,0.0,1,18,Biotechnology,Not Placed
male,7.0,1,0.0,1,18,Biotechnology,Placed
male,8.51,1,0.0,1,18,Biotechnology,Placed
male,7.890975609756097,0,4.0,1,18,Biotechnology,Not Placed
male,6.7,0,0.0,1,18,Biotechnology,Not Placed
male,7.45,1,0.0,1,18,Biotechnology,Placed
male,7.78,1,0.0,1,18,Biotechnology,Placed
male,6.75,1,0.0,1,18,Biotechnology,Placed
male,7.1,1,0.0,1,18,Biotechnology,Placed
male,7.0,1,0.0,1,18,Biotechnology,Placed
female,8.0,0,3.0,1,18,Biotechnology,Not Placed
female,7.9,1,0.0,1,18,Biotechnology,Placed
female,7.5,0,2.0,1,18,Biotechnology,Not Placed
female,9.58,0,,1,19,Biotechnology,Not Placed
female,9.54,2,,1,19,Biotechnology,Placed
female,8.72,0,,1,19,Biotechnology,Not Placed
female,8.99,0,,1,19,Biotechnology,Not Placed
female,8.85,0,,1,19,Biotechnology,Not Placed
female,6.879999999999999,0,,1,19,Biotechnology,Not Placed
female,7.959999999999999,0,,1,19,Biotechnology,Not Placed
female,8.84,0,,1,19,Biotechnology,Not Placed
female,8.75,0,,1,19,Biotechnology,Not Placed
female,9.1,1,,1,19,Biotechnology,Placed
female,8.0,1,,1,19,Biotechnology,Placed
female,6.5200000000000005,0,,1,19,Biotechnology,Not Placed
female,7.58,0,,1,19,Biotechnology,Not Placed
female,7.35,1,,1,19,Biotechnology,Placed
female,8.959999999999999,2,,1,19,Biotechnology,Placed
female,8.909999999999998,0,,1,19,Biotechnology,Not Placed
female,8.590000000000002,1,,1,19,Biotechnology,Placed
female,9.05,1,,1,19,Biotechnology,Placed
female,6.99,1,,1,19,Biotechnology,Placed
female,7.390000000000001,1,,1,19,Biotechnology,Placed
female,7.509999999999999,2,,1,19,Biotechnology,Placed
female,6.6000000000000005,1,,1,19,Biotechnology,Placed
female,9.39,0,,1,19,Biotechnology,Not Placed
female,8.16,0,,1,19,Biotechnology,Not Placed
female,9.28,1,,1,19,Biotechnology,Placed
female,9.09,0,,1,19,Biotechnology,Not Placed
female,6.720000000000001,0,,1,19,Biotechnology,Not Placed
female,7.74,0,,1,19,Biotechnology,Not Placed
female,9.11,1,,1,19,Biotechnology,Placed
female,9.01,1,,1,19,Biotechnology,Placed
female,6.909999999999999,0,,1,19,Biotechnology,Not Placed
female,7.7,0,,1,19,Biotechnology,Not Placed
female,8.25,1,,1,19,Biotechnology,Placed
female,7.43,0,,1,19,Biotechnology,Not Placed
female,6.779999999999999,0,,1,19,Biotechnology,Not Placed
female,8.12,1,,1,19,Biotechnology,Placed
female,6.99,1,,1,19,Biotechnology,Placed
female,7.74,0,,1,19,Biotechnology,Not Placed
female,8.45,0,,1,19,Biotechnology,Not Placed
male,7.55,2,,1,19,Biotechnology,Placed
male,8.5,1,,1,19,Biotechnology,Placed
male,7.340000000000001,1,,1,19,Biotechnology,Placed
male,8.629999999999999,0,,1,19,Biotechnology,Not Placed
male,6.43,1,,1,19,Biotechnology,Placed
male,6.7700000000000005,2,,1,19,Biotechnology,Placed
male,8.55,0,,1,19,Biotechnology,Not Placed
male,8.26,0,,1,19,Biotechnology,Not Placed
male,7.120000000000001,2,,1,19,Biotechnology,Placed
male,7.77,1,,1,19,Biotechnology,Placed
male,8.52,0,,1,19,Biotechnology,Not Placed
male,7.68,0,,1,19,Biotechnology,Not Placed
female,8.85,1,,1,20,Biotechnology,Placed
female,6.29,0,,1,20,Biotechnology,Not Placed
female,6.4,0,,1,20,Biotechnology,Not Placed
female,7.62,0,,1,20,Biotechnology,Not Placed
female,6.75,0,,1,20,Biotechnology,Not Placed
female,8.24,0,,1,20,Biotechnology,Not Placed
female,8.0,0,,1,20,Biotechnology,Not Placed
female,6.58,1,,1,20,Biotechnology,Placed
female,7.58,1,,1,20,Biotechnology,Placed
female,6.25,0,,1,20,Biotechnology,Not Placed
female,6.88,0,,1,20,Biotechnology,Not Placed
female,6.3,1,,1,20,Biotechnology,Placed
female,8.38,0,,1,20,Biotechnology,Not Placed
female,7.58,1,,1,20,Biotechnology,Placed
female,6.84,1,,1,20,Biotechnology,Placed
female,7.1,0,,1,20,Biotechnology,Not Placed
female,7.87,1,,1,20,Biotechnology,Placed
female,6.15,0,,1,20,Biotechnology,Not Placed
female,7.54,0,,1,20,Biotechnology,Not Placed
female,6.71,0,,1,20,Biotechnology,Not Placed
female,7.88,0,,1,20,Biotechnology,Not Placed
female,7.61,0,,1,20,Biotechnology,Not Placed
female,6.94,0,,1,20,Biotechnology,Not Placed
female,7.03,1,,1,20,Biotechnology,Placed
female,7.6,1,,1,20,Biotechnology,Placed
female,8.36,2,,1,20,Biotechnology,Placed
female,7.08,1,,1,20,Biotechnology,Placed
female,8.11,1,,1,20,Biotechnology,Placed
female,7.44,0,,1,20,Biotechnology,Not Placed
female,7.66,0,,1,20,Biotechnology,Not Placed
male,8.85,0,,1,20,Biotechnology,Not Placed
male,6.58,1,,1,20,Biotechnology,Placed
male,6.82,1,,1,20,Biotechnology,Placed
male,8.02,1,,1,20,Biotechnology,Placed
male,7.98,3,,1,20,Biotechnology,Placed
male,6.55,2,,1,20,Biotechnology,Placed
male,6.9,1,,1,20,Biotechnology,Placed
male,7.3,0,,1,20,Biotechnology,Not Placed
male,8.37,1,,1,20,Biotechnology,Placed
female,8.55,1,,1,21,Biotechnology,Placed
female,7.9,2,,1,21,Biotechnology,Placed
female,7.04,0,,1,21,Biotechnology,Not Placed
female,6.5,0,,1,21,Biotechnology,Not Placed
female,5.7,1,,1,21,Biotechnology,Placed
female,5.31,0,,1,21,Biotechnology,Not Placed
female,6.6,1,,1,21,Biotechnology,Placed
female,7.45,3,,1,21,Biotechnology,Placed
female,6.77,0,,1,21,Biotechnology,Not Placed
female,7.23,0,,1,21,Biotechnology,Not Placed
female,7.87,0,,1,21,Biotechnology,Not Placed
female,6.35,0,,1,21,Biotechnology,Not Placed
female,6.4,0,,1,21,Biotechnology,Not Placed
female,5.73,0,,1,21,Biotechnology,Not Placed
female,6.8,0,,1,21,Biotechnology,Not Placed
female,7.93,1,,1,21,Biotechnology,Placed
female,8.41,5,,1,21,Biotechnology,Placed
female,7.89,0,,1,21,Biotechnology,Not Placed
female,9.23,1,,1,21,Biotechnology,Placed
female,7.1,0,,1,21,Biotechnology,Not Placed
female,7.35,1,,1,21,Biotechnology,Placed
female,6.5,1,,1,21,Biotechnology,Placed
female,8.07,1,,1,21,Biotechnology,Placed
female,6.0,0,,1,21,Biotechnology,Not Placed
female,8.39,0,,1,21,Biotechnology,Not Placed
female,8.27,3,,1,21,Biotechnology,Placed
